id,location,depth,mag,energy,place,date,time
us7000bpf7,us,10,4.6,2.51E+16,South Sandwich Islands region,9/13/2020,1:00 AM
us7000bpfc,us,47.07,4.4,1.58E+16,"101 km SSE of Kokopo, Papua New Guinea",9/13/2020,3:36 AM
us7000bpfd,us,232.03,4,6.31E+15,"133 km NNW of Saipan, Northern Mariana Islands",9/13/2020,3:44 AM
us7000bpfe,us,594.51,4.1,7.94E+15,Fiji region,9/13/2020,3:50 AM
us7000bpff,us,556.61,4.1,7.94E+15,"54 km WSW of Palimbang, Philippines",9/13/2020,4:05 AM
us7000bpfh,us,10,4.7,3.16E+16,South Shetland Islands,9/13/2020,5:18 AM
us7000bpfi,us,100.73,4.2,1.00E+16,"165 km E of Kokopo, Papua New Guinea",9/13/2020,5:34 AM
us7000bpfs,us,10,4.1,7.94E+15,Chagos Archipelago region,9/13/2020,9:12 AM
us7000bpfv,us,54.35,4.1,7.94E+15,"132 km S of Kokopo, Papua New Guinea",9/13/2020,9:47 AM
us7000bpfx,us,10,4.6,2.51E+16,South Shetland Islands,9/13/2020,5:03 AM
us7000bpg1,us,10,4.4,1.58E+16,South Sandwich Islands region,9/13/2020,3:17 PM
us7000bpg2,us,9.33,4.3,1.26E+16,"117 km ESE of Nago, Japan",9/13/2020,3:57 PM
us7000bpg3,us,16.29,4.5,2.00E+16,"60 km SW of Guangyuan, China",9/13/2020,4:24 PM
us7000bpg4,us,10,4.6,2.51E+16,Carlsberg Ridge,9/13/2020,4:59 PM
us7000bpg7,us,527.98,4.3,1.26E+16,"261 km E of Levuka, Fiji",9/13/2020,7:04 PM
us7000bpgb,us,35,4.1,7.94E+15,"117 km ESE of ÅŒfunato, Japan",9/13/2020,9:24 PM
us7000bpgc,us,35,4.5,2.00E+16,south of the Kermadec Islands,9/13/2020,9:44 PM
us7000bpgd,us,65.57,4.4,1.58E+16,"11 km ESE of Talisay, Philippines",9/13/2020,10:16 PM
us7000bpgf,us,10,4.2,1.00E+16,"101 km NW of Port-Vila, Vanuatu",9/13/2020,9:37 PM
us7000bpgg,us,84.11,4.7,3.16E+16,South Sandwich Islands region,9/13/2020,8:45 PM
us7000bpgh,us,118.44,4.2,1.00E+16,"Kepulauan Babar, Indonesia",9/13/2020,11:36 PM
us7000bpgy,us,35,4.9,5.01E+16,"92 km WNW of Abepura, Indonesia",9/17/2020,4:01 PM
us7000bphd,us,26.17,4.8,3.98E+16,"46 km SSW of Duki, Pakistan",9/17/2020,4:42 PM
us7000bphn,us,10,5.6,2.51E+17,"260 km SSE of Alo, Wallis and Futuna",9/17/2020,5:01 PM
us7000bpil,us,10,2.3,1.26E+14,"36 km NW of Stanley, Idaho",9/10/2020,5:47 PM
us7000bpip,us,167.64,4.1,7.94E+15,"84 km NE of San Pedro de Atacama, Chile",9/17/2020,6:24 PM
us7000bpiw,us,10.08,4.4,1.58E+16,"169 km WSW of Ovalle, Chile",9/17/2020,6:44 PM
us7000bpkc,us,10,3.9,5.01E+15,"219 km SE of Sand Point, Alaska",9/17/2020,7:44 PM
us7000bpmt,us,10,4.3,1.26E+16,central Mediterranean Sea,9/17/2020,11:32 PM
us7000bpn1,us,10,4,6.31E+15,"24 km W of Ahlat, Turkey",9/18/2020,12:15 AM
us7000bpnl,us,10,3.2,1.00E+15,"20 km NW of SalvaleÃ³n de HigÃ¼ey, Dominican Republic",9/18/2020,3:23 AM
us7000bpnu,us,81.56,4.6,2.51E+16,"73 km SSE of Klyuchi, Russia",9/18/2020,4:09 AM
us7000bppv,us,0,2,6.31E+13,"4 km ESE of Lindsay, Texas",9/18/2020,6:44 AM
us7000bppw,us,127.98,4.4,1.58E+16,"136 km SSW of Kashgar, China",9/18/2020,6:47 AM
us7000bpq0,us,5,4.2,1.00E+16,"14 km NW of YazÄ±han, Turkey",9/18/2020,6:54 AM
us7000bpq2,us,10,3.1,7.94E+14,"20 km WNW of Stanley, Idaho",9/18/2020,7:02 AM
us7000bpqr,us,10,4.6,2.51E+16,"46 km W of Anshun, China",9/18/2020,8:24 AM
us7000bpqu,us,166.78,4.5,2.00E+16,"38 km SSE of FarkhÄr, Afghanistan",9/18/2020,8:37 AM
us7000bpr6,us,10,3.1,7.94E+14,off the coast of Oregon,9/18/2020,10:13 AM
us7000bprf,us,10,4.6,2.51E+16,"60 km ENE of Kuqa, China",9/18/2020,10:44 AM
us7000bpsc,us,72.76,4.4,1.58E+16,"296 km SSE of Isangel, Vanuatu",9/14/2020,12:20 AM
us7000bpse,us,12.94,4.5,2.00E+16,"38 km E of Cortes, Philippines",9/14/2020,2:18 AM
us7000bpsh,us,50.31,4.5,2.00E+16,"291 km NNE of Saipan, Northern Mariana Islands",9/14/2020,4:54 AM
us7000bpsk,us,10,4.8,3.98E+16,Prince Edward Islands region,9/14/2020,2:36 AM
us7000bpsn,us,10,4.2,1.00E+16,"27 km SE of GerÄsh, Iran",9/14/2020,9:26 AM
us7000bpsq,us,180.46,4.1,7.94E+15,"83 km E of Lakatoro, Vanuatu",9/14/2020,10:09 AM
us7000bpss,us,180.01,4.1,7.94E+15,"Kepulauan Babar, Indonesia",9/14/2020,1:31 PM
us7000bpst,us,33.84,4.2,1.00E+16,"64 km W of Abepura, Indonesia",9/14/2020,4:01 PM
us7000bpsw,us,10,4.5,2.00E+16,central Mid-Atlantic Ridge,9/14/2020,1:23 PM
us7000bpsy,us,117.37,4.2,1.00E+16,"249 km W of Tual, Indonesia",9/14/2020,8:49 PM
us7000bpt2,us,74.49,4.5,2.00E+16,"172 km E of Kurilâ€™sk, Russia",9/14/2020,9:20 PM
us7000bpt3,us,117.95,4.4,1.58E+16,"52 km NNW of Isangel, Vanuatu",9/14/2020,9:47 PM
us7000bpt5,us,10,4.5,2.00E+16,South Shetland Islands,9/14/2020,9:12 PM
us7000bpt6,us,512.57,4.5,2.00E+16,"258 km WNW of Haveluloto, Tonga",9/14/2020,11:26 PM
us7000bpt7,us,35,4.7,3.16E+16,South Sandwich Islands region,9/14/2020,2:45 AM
us7000bptt,us,176.66,4.1,7.94E+15,"155 km NW of Kandrian, Papua New Guinea",9/15/2020,2:26 AM
us7000bptu,us,548.14,4.5,2.00E+16,"284 km E of Levuka, Fiji",9/15/2020,3:38 AM
us7000bptv,us,35,4.1,7.94E+15,"47 km WSW of Waingapu, Indonesia",9/15/2020,3:24 AM
us7000bptw,us,10,4.4,1.58E+16,"178 km NNE of Labasa, Fiji",9/15/2020,4:18 AM
us7000bptz,us,526.64,4.4,1.58E+16,south of the Fiji Islands,9/15/2020,12:53 AM
us7000bpu1,us,10,4.5,2.00E+16,"139 km ESE of Hirara, Japan",9/15/2020,4:23 AM
us7000bpu2,us,22.14,4.5,2.00E+16,"42 km WSW of Attu Station, Alaska",9/15/2020,3:30 AM
us7000bpu3,us,10,4.6,2.51E+16,"136 km ENE of Nagqu, China",9/15/2020,4:38 AM
us7000bpu7,us,62.49,4.4,1.58E+16,"193 km S of Sarangani, Philippines",9/15/2020,1:56 PM
us7000bpua,us,63.25,4.5,2.00E+16,"76 km SW of Bandar Lampung, Indonesia",9/15/2020,3:46 PM
us7000bpub,us,49.03,4.1,7.94E+15,"194 km SE of Sarangani, Philippines",9/15/2020,3:51 PM
us7000bpuc,us,10,4.7,3.16E+16,south of the Kermadec Islands,9/15/2020,4:42 PM
us7000bpue,us,36.43,4.5,2.00E+16,South Sandwich Islands region,9/15/2020,2:03 PM
us7000bpuh,us,35,4.2,1.00E+16,"201 km SE of Sarangani, Philippines",9/15/2020,2:30 PM
us7000bpui,us,10,4.5,2.00E+16,South Shetland Islands,9/15/2020,2:41 PM
us7000bpul,us,56.92,4.7,3.16E+16,"60 km E of Puerto Ocopa, Peru",9/15/2020,4:22 PM
us7000bpuq,us,10,4.4,1.58E+16,Antarctica,9/15/2020,1:26 AM
us7000bpvg,us,5,2.4,1.58E+14,"12 km NNW of Midland, Texas",9/18/2020,4:21 PM
us7000bpvt,us,44.49,5.9,5.01E+17,"Crete, Greece",9/18/2020,4:28 PM
us7000bpx2,us,53.01,5,6.31E+16,"32 km SW of Murghob, Tajikistan",9/18/2020,5:47 PM
us7000bpxe,us,146.48,3.2,1.00E+15,"259 km W of Adak, Alaska",9/10/2020,4:19 AM
us7000bpxl,us,70.89,3.7,3.16E+15,"21 km S of Atka, Alaska",9/10/2020,3:59 PM
us7000bpxr,us,10,3,6.31E+14,"240 km SE of Chiniak, Alaska",9/10/2020,10:08 PM
us7000bpxt,us,24.84,5.2,1.00E+17,"153 km WNW of Tobelo, Indonesia",9/18/2020,6:43 PM
us7000bpzl,us,10,4.7,3.16E+16,"67 km E of Qapqal, China",9/18/2020,8:55 PM
us7000bpzv,us,133.93,5.2,1.00E+17,"121 km N of Lae, Papua New Guinea",9/18/2020,8:59 PM
us7000bq0a,us,334.97,4.4,1.58E+16,"285 km W of Haveluloto, Tonga",9/18/2020,8:41 PM
us7000bq0y,us,5,3.8,3.98E+15,"50 km W of Mentone, Texas",9/18/2020,9:48 PM
us7000bq10,us,10,6.9,5.01E+18,central Mid-Atlantic Ridge,9/18/2020,9:43 PM
us7000bq2k,us,35,2.6,2.51E+14,"101 km SW of Adak, Alaska",9/6/2020,9:40 PM
us7000bq36,us,5,2.3,1.26E+14,"5 km SE of Gardendale, Texas",9/19/2020,12:04 AM
us7000bq3f,us,5,2.4,1.58E+14,"6 km SE of Gardendale, Texas",9/19/2020,12:50 AM
us7000bq4m,us,10,3.3,1.26E+15,"6 km NW of Santiago, Costa Rica",9/19/2020,2:21 AM
us7000bq4q,us,42.47,4.4,1.58E+16,"99 km E of Mutsu, Japan",9/19/2020,5:24 AM
us7000bq4s,us,73.86,4.4,1.58E+16,"9 km NW of Puerto Madero, Mexico",9/19/2020,6:03 AM
us7000bq51,us,66.28,3.9,5.01E+15,"24 km SSW of Iquique, Chile",9/19/2020,7:01 AM
us7000bq5p,us,119.56,5,6.31E+16,"161 km N of Calama, Chile",9/19/2020,9:26 AM
us7000bq5r,us,10,4.4,1.58E+16,"3 km ENE of Ceyhan, Turkey",9/19/2020,9:30 AM
us7000bq6c,us,10,5.3,1.26E+17,South Shetland Islands,9/19/2020,11:11 AM
us7000bq6d,us,5.05,2.5,2.00E+14,"19 km SW of Stanley, Idaho",9/19/2020,11:22 AM
us7000bq78,us,190.52,4.4,1.58E+16,"114 km W of San Antonio de los Cobres, Argentina",9/19/2020,2:17 PM
us7000bq88,us,10,2.5,2.00E+14,"15 km W of Stanley, Idaho",9/19/2020,4:50 PM
us7000bq9j,us,10,4.2,1.00E+16,"97 km E of Kyzyl-Eshme, Kyrgyzstan",9/19/2020,7:09 PM
us7000bqa2,us,9.1,3.6,2.51E+15,"110 km SE of King Cove, Alaska",9/19/2020,8:28 PM
us7000bqa6,us,13.89,3,6.31E+14,southern Idaho,9/19/2020,8:55 PM
us7000bqa7,us,115,4.3,1.26E+16,"94 km E of CopiapÃ³, Chile",9/19/2020,8:56 PM
us7000bqaf,us,10,5.7,3.16E+17,Mid-Indian Ridge,9/19/2020,9:09 PM
us7000bqah,us,15.25,2.4,1.58E+14,"13 km WNW of Stanley, Idaho",9/19/2020,9:20 PM
us7000bqav,us,13.46,3,6.31E+14,"15 km WNW of Stanley, Idaho",9/19/2020,9:42 PM
us7000bqbc,us,35,2.9,5.01E+14,"116 km ESE of Atka, Alaska",9/19/2020,10:02 PM
us7000bqbu,us,10,5,6.31E+16,"114 km SW of Lata, Solomon Islands",9/19/2020,11:22 PM
us7000bqc1,us,19.84,4.6,2.51E+16,"15 km E of Daigo, Japan",9/20/2020,12:04 AM
us7000bqcd,us,121.35,4.5,2.00E+16,"248 km N of Saipan, Northern Mariana Islands",9/20/2020,1:32 AM
us7000bqcm,us,56.69,5,6.31E+16,"6 km NNE of Falam, Myanmar",9/20/2020,1:59 AM
us7000bqcq,us,10,3.9,5.01E+15,"197 km SE of Akutan, Alaska",9/20/2020,2:07 AM
us7000bqdw,us,10,3.2,1.00E+15,"11 km W of Santa Tecla, El Salvador",9/19/2020,10:23 PM
us7000bqe0,us,144.74,4.5,2.00E+16,"14 km N of Tisco, Peru",9/20/2020,5:29 AM
us7000bqf6,us,10,4.4,1.58E+16,"74 km SSW of KastrÃ­, Greece",9/20/2020,8:15 AM
us7000bqf9,us,93.87,4.6,2.51E+16,"92 km SE of Pondaguitan, Philippines",9/20/2020,8:14 AM
us7000bqfh,us,5,2.3,1.26E+14,"10 km SSW of Manzanola, Colorado",9/18/2020,9:50 PM
us7000bqfp,us,140.27,4.3,1.26E+16,"20 km S of Ruteng, Indonesia",9/20/2020,9:21 AM
us7000bqg0,us,10,5.4,1.58E+17,"Galapagos Islands, Ecuador region",9/20/2020,9:42 AM
us7000bqg4,us,10,4.7,3.16E+16,"Galapagos Islands, Ecuador region",9/20/2020,9:50 AM
us7000bqgi,us,70.9,4.8,3.98E+16,"18 km S of Katsuura, Japan",9/20/2020,10:48 AM
us7000bqgv,us,10,4,6.31E+15,"12 km SE of GraÄac, Croatia",9/20/2020,10:59 AM
us7000bqi2,us,181.23,5,6.31E+16,"13 km NE of Tanlad, Philippines",9/20/2020,1:28 PM
us7000bqik,us,10,5,6.31E+16,"184 km W of Panguna, Papua New Guinea",9/20/2020,4:55 PM
us7000bqir,us,192.35,4.5,2.00E+16,"112 km W of San Antonio de los Cobres, Argentina",9/20/2020,5:18 PM
us7000bqiw,us,10,3.6,2.51E+15,"63 km E of San Vicente, Mexico",9/20/2020,5:31 PM
us7000bqix,us,10,4.7,3.16E+16,"8 km NW of Claveria, Philippines",9/20/2020,5:47 PM
us7000bqjg,us,10,5.2,1.00E+17,"25 km NE of Emirgazi, Turkey",9/20/2020,7:08 PM
us7000bqk7,us,42.98,4.3,1.26E+16,"69 km WNW of Vallenar, Chile",9/20/2020,8:11 PM
us7000bqkl,us,142.43,4.5,2.00E+16,"51 km ENE of Murghob, Tajikistan",9/20/2020,8:41 PM
us7000bql2,us,9,5.8,3.98E+17,"53 km E of Cortes, Philippines",9/20/2020,10:13 PM
us7000bql4,us,10,3.4,1.58E+15,"218 km WSW of Adak, Alaska",9/20/2020,1:07 AM
us7000bql5,us,10,5.3,1.26E+17,"84 km E of Cortes, Philippines",9/20/2020,10:21 PM
us7000bqlw,us,10,4.6,2.51E+16,"127 km ESE of Yujing, Taiwan",9/20/2020,11:54 PM
us7000bqme,us,14.25,2.7,3.16E+14,"21 km WNW of Stanley, Idaho",9/21/2020,1:47 AM
us7000bqmj,us,5,2.1,7.94E+13,"18 km SSE of Greenwood, Canada",9/19/2020,5:06 AM
us7000bqml,us,5,1.8,3.98E+13,"32 km NNW of Hampton, Canada",9/20/2020,12:41 AM
us7000bqn0,us,10,3.6,2.51E+15,"279 km ESE of Chiniak, Alaska",9/21/2020,3:05 AM
us7000bqnj,us,10,4.5,2.00E+16,Revilla Gigedo Islands region,9/21/2020,4:22 AM
us7000bqnk,us,10,4.4,1.58E+16,"98 km SW of Altata, Mexico",9/21/2020,4:35 AM
us7000bqp9,us,109.27,4.1,7.94E+15,"Kepulauan Babar, Indonesia",9/21/2020,6:34 AM
us7000bqpl,us,10,4.9,5.01E+16,Revilla Gigedo Islands region,9/21/2020,9:00 AM
us7000bqqd,us,44.6,4.5,2.00E+16,"122 km ENE of Palopo, Indonesia",9/21/2020,10:26 AM
us7000bqqj,us,10,4.5,2.00E+16,"69 km ESE of Qapqal, China",9/21/2020,11:18 AM
us7000bqqp,us,105.49,4.1,7.94E+15,"144 km ESE of Iquique, Chile",9/21/2020,11:59 AM
us7000bqqs,us,10,4.7,3.16E+16,central East Pacific Rise,9/21/2020,12:06 PM
us7000bqqu,us,10,5.5,2.00E+17,central East Pacific Rise,9/21/2020,12:27 PM
us7000bqr1,us,10,4.6,2.51E+16,"Izu Islands, Japan region",9/21/2020,1:15 PM
us7000bqr4,us,10,5.8,3.98E+17,central East Pacific Rise,9/21/2020,1:37 PM
us7000bqrk,us,10,4.7,3.16E+16,"119 km W of Santa Genoveva de DocordÃ³, Colombia",9/21/2020,2:59 PM
